Name,URL,Meta Title,Meta Description,Product Description
Jackery Power Input/Output Cable,https://www.jackery.com/products/jackery-power-input-output-cable,"
      Jackery Power Input/Output Cable
",The Smart Transfer Switch can connect two Explorer 5000 Plus units. The package includes one Power Input/Output Cable. An extra Power Input/Output Cable is required to connect the second Explorer 5000 Plus unit.,The Smart Transfer Switch can connect two Explorer 5000 Plus units. The package includes one Power Input/Output Cable. An extra Power Input/Output Cable is required to connect the second Explorer 5000 Plus unit.
Jackery Explorer 600 Plus Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-600-plus-portable-power-station-refurbished,"
      Jackery Explorer 600 Plus Portable Power Station (Refurbished)
","Experience the ultimate portable power solution with the Jackery Explorer 600 Plus. With an 800W output and 632Wh capacity, it supports a variety of outdoor devices, from coolers to camping lights. Lightweight, durable, and powerful, the Jackery Explorer 600 Plus is your go-to power station for all your adventures, easily charging outdoor fun.","
800W Output and 632Wh Capacity
Weighs just 16.1 lbs (7.3 kg)
High-Level Outdoor Durability
LFP battery with a 4000-cycle lifespan
UPS functionality with a switch time of less than 20ms
6 months warranty 
"
Jackery SolarSaga 80W Solar Panel,https://www.jackery.com/products/solarsaga-80w-solar-panel,"
      Jackery SolarSaga 80W Solar Panel
","Ultra Solar Conversion Efficiency of 25% Upgraded Dual-Sided Panels IP68 Waterproof Rating Extensive Compatibility with all Jackery Products World’s First Consumer Photovoltaic (PV) Modules Certified by TÜV SÜD To connect the SolarSaga with different Explorer portable power stations or other extension functions, please","
Ultra Solar Conversion Efficiency of 25%
Upgraded Dual-Sided Panels
IP68 Waterproof Rating
Extensive Compatibility with all Jackery Products

World’s First Consumer Photovoltaic (PV) Modules Certified by TÜV SÜD

To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.

"
[Add-on]Jackery 102W GaN 3-Port Fast Charger,https://www.jackery.com/products/add-onjackery-102w-gan-3-port-fast-charger,"
      [Add-on]Jackery 102W GaN 3-Port Fast Charger
","GaN Technology: Features dual USB-C ports with up to 100W fast charging, allowing easy blind plug-in for seamless use at home or on business trips. Compact Size, High Power: 37% smaller than traditional 96W chargers, offering a powerful yet portable solution perfect for travel. Eco-Friendly Design: Crafted from sustain","
GaN Technology: Features dual USB-C ports with up to 100W fast charging, allowing easy blind plug-in for seamless use at home or on business trips.
Compact Size, High Power: 37% smaller than traditional 96W chargers, offering a powerful yet portable solution perfect for travel.
Eco-Friendly Design: Crafted from sustainable, recycled PCR material, reducing waste and environmental impact.
Broad Compatibility: Supports multiple charging protocols (PD3.0, PPS, QC3.0, QC4.0, FCP, SCP, AFC, Apple 2.4A, Samsung 2.0A, DCP-1.5A), making it versatile for various devices.
"
Jackery 102W GaN 3-Port Fast Charger,https://www.jackery.com/products/jackery-102w-gan-3-port-fast-charger,"
      Jackery 102W GaN 3-Port Fast Charger
","GaN Technology: Features dual USB-C ports with up to 100W fast charging, allowing easy blind plug-in for seamless use at home or on business trips. Compact Size, High Power: 37% smaller than traditional 96W chargers, offering a powerful yet portable solution perfect for travel. Eco-Friendly Design: Crafted from sustain","
GaN Technology: Features dual USB-C ports with up to 100W fast charging, allowing easy blind plug-in for seamless use at home or on business trips.
Compact Size, High Power: 37% smaller than traditional 96W chargers, offering a powerful yet portable solution perfect for travel.
Eco-Friendly Design: Crafted from sustainable, recycled PCR material, reducing waste and environmental impact.
Broad Compatibility: Supports multiple charging protocols (PD3.0, PPS, QC3.0, QC4.0, FCP, SCP, AFC, Apple 2.4A, Samsung 2.0A, DCP-1.5A), making it versatile for various devices.
"
Explorer 5000 Plus,https://www.jackery.com/products/jackery-explorer-5000-plus-series,"
      Jackery Explorer 5000 Plus | Essential Home Backup Power
","Get up to 30% in Tax Credit &gt; No More Spoiled Food or Wet Clothes Even During Hurricanes, Thunderstorms, and Blackouts: 5-60kWh capacity &amp; 7200-14400W output supports multiple devices for up to 30 days Your Fridge Stays Cold, Your Zoom Call Stays On: 0ms Power Transition, Zero Worries Always Power Your Essential","
Get up to 30% in Tax Credit >
No More Spoiled Food or Wet Clothes Even During Hurricanes, Thunderstorms, and Blackouts: 5-60kWh capacity & 7200-14400W output supports multiple devices for up to 30 days

Your Fridge Stays Cold, Your Zoom Call Stays On: 0ms Power Transition, Zero Worries
Always Power Your Essential Rooms: Smart Transfer Switch Ensures Uninterrupted Power Where It Matters Most
From Indoors to Outdoors: 120V/240V Dual Voltage Enhances Compatibility, Supporting More Loads and More Scenarios
Fully Charged in 1.7 Hours: 4000W Solar Input, 5 Ways to Charge, Never Run Out of Power


Learn more about Jackery Explorer 5000 Plus>


Learn more about Jackery Smart Transfer Switch>


"
Jackery Explorer 5000 Plus Protective Cover,https://www.jackery.com/products/jackery-explorer-5000-plus-protective-cover,"
      Jackery Explorer 5000 Plus Protective Cover
","Protect Explorer 5000 Plus with this waterproof and dustproof cover, designed to guard against rain and scratches. Enjoy hassle-free use without removal, and benefit from a foldable, compact design made from durable 900D material. Keep Explorer 5000 Plus safe and secure while saving storage space!","
Waterproof & Dustproof (IPX4): Shields against rain, splashes, and dust for reliable protection.
Scratch Resistant: Resists friction and scratches during movement.
No Removal Needed: Use with the cover on for real-time protection.
Foldable & Compact: 900D material folds easily, saving space for storage.
Only compatible with 5000 Plus
"
[Add-on] Jackery Battery Pack 5000 Plus,https://www.jackery.com/products/add-on-jackery-battery-pack-5000-plus,"
      [Add-on] Jackery Battery Pack 5000 Plus
","Long-Lasting Power: 5040Wh capacity with over 4000 charge cycles for reliable performance. Compact &amp; Durable: CTB technology ensures a lightweight, strong, and space-saving design. Low-Temperature Performance: Operates in extreme conditions down to -15°C. Safety Certified: Meets UL1973 standards with advanced BMS f","
Long-Lasting Power: 5040Wh capacity with over 4000 charge cycles for reliable performance.
Compact & Durable: CTB technology ensures a lightweight, strong, and space-saving design.
Low-Temperature Performance: Operates in extreme conditions down to -15°C.
Safety Certified: Meets UL1973 standards with advanced BMS for smart energy management.
Easy to Handle: Dual-handle design supports over four times its own weight for convenient transport.
Real-Time Monitoring: Smart display for instant battery status updates.
Note: 5000 Plus Battery Pack is compatible only with Jackery Explorer 5000 Plus.
"
[Add-on] Jackery SolarSaga 500 X,https://www.jackery.com/products/add-on-jackery-solarsaga-500-x,"
      [Add-on] Jackery SolarSaga 500 X
","With advanced solar cells, Jackery SolarSaga 200W panels provide conversion efficiency to increase recharging speed. Compatible with all Jackery power stations.","
Jackery SolarSaga 500 X consists of six SolarSaga 85 panels, each of which can use individually.
500W High Power Output: Stay worry-free with fast solar charging that keeps you powered up at all times.
Your DIY quick-setup power station: Easy-to-assemble modular design fits various scenarios for seamless power solutions.
Rugged Outdoor Performance: Withstands temperatures from -40°C to 85°C, IP68 waterproof rating for all-weather durability.
Portable All-in-One Design: Compact and easy to carry, providing on-the-go convenience wherever you need power.
5-Year Warranty: Enjoy peace of mind with long-lasting, reliable performance backed by a comprehensive warranty.
SolarSaga 500X is compatible with the Explorer 5000 Plus, 3000 Pro, 2000 Plus, 1000 Plus, and 1000 V2.
To maximize solar panels'power output. Do not connect more than six 85W solar panels in parallel to a single DC8020 input port. 
To extend the distance between your solar panels and the power station, you can purchase one or multiple 5m DC extension cables and a single DC8020 to DC7909 adapter.

To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.


"
Jackery Solar Generator 5000 Plus,https://www.jackery.com/products/jackery-solar-generator-5000-plus,"
      Jackery Solar Generator 5000 Plus | Essential Home Backup Power
","Get up to 30% in Tax Credit &gt; No More Spoiled Food or Wet Clothes Even During Hurricanes, Thunderstorms, and Blackouts: 5-60kWh capacity &amp; 7200-14400W output supports multiple devices for up to 30 days Your Fridge Stays Cold, Your Zoom Call Stays On: 0ms Power Transition, Zero Worries Always Power Your Essential","

Get up to 30% in Tax Credit >

No More Spoiled Food or Wet Clothes Even During Hurricanes, Thunderstorms, and Blackouts: 5-60kWh capacity & 7200-14400W output supports multiple devices for up to 30 days

Your Fridge Stays Cold, Your Zoom Call Stays On: 0ms Power Transition, Zero Worries
Always Power Your Essential Rooms: Smart Transfer Switch Ensures Uninterrupted Power Where It Matters Most, Learn More >

From Indoors to Outdoors: 120V/240V Dual Voltage Enhances Compatibility, Supporting More Loads and More Scenarios
Fully Charged in 1.7 Hours: 4000W Solar Input, 5 Ways to Charge, Never Run Out of Power

Learn more about Jackery Solar Generator 5000 Plus>

"
Jackery SolarSaga 500 X,https://www.jackery.com/products/jackery-solarsaga-500-x,"
      Jackery SolarSaga 500 X
","500W High Power Output: Stay worry-free with fast solar charging that keeps you powered up at all times. DIY-Friendly Setup: Easy-to-assemble modular design fits various scenarios for seamless power solutions. Rugged Outdoor Performance: Withstands temperatures from -40°C to 85°C, IP68 waterproof rating for all-weather durability. Portable All-in-One Design: Compact and easy to carry, providing on-the-go convenience wherever you need power.","
Jackery SolarSaga 500 X consists of six SolarSaga 85 panels, each of which can use individually.
500W High Power Output: Stay worry-free with fast solar charging that keeps you powered up at all times.
Your DIY quick-setup power station: Easy-to-assemble modular design fits various scenarios for seamless power solutions.
Rugged Outdoor Performance: Withstands temperatures from -40°C to 85°C, IP68 waterproof rating for all-weather durability.
Portable All-in-One Design: Compact and easy to carry, providing on-the-go convenience wherever you need power.
5-Year Warranty: Enjoy peace of mind with long-lasting, reliable performance backed by a comprehensive warranty.
SolarSaga 500X is compatible with the Explorer 5000 Plus, 3000 Pro, 2000 Plus, 1000 Plus, and 1000 V2.
To maximize solar panels'power output. Do not connect more than six 85W solar panels in parallel to a single DC8020 input port. 
To extend the distance between your solar panels and the power station, you can purchase one or multiple Jackery Anderson Extension Cable.
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.


"
Jackery Battery Pack 5000 Plus,https://www.jackery.com/products/jackery-battery-pack-5000-plus,"
      Jackery Battery Pack 5000 Plus
","Long-Lasting Power: 5040Wh capacity with over 4000 charge cycles for reliable performance. Compact &amp; Durable: CTB technology ensures a lightweight, strong, and space-saving design. Low-Temperature Performance: Operates in extreme conditions down to -15°C. Safety Certified: Meets UL1973 standards with advanced BMS f","
Long-Lasting Power: 5040Wh capacity with over 4000 charge cycles for reliable performance.
Compact & Durable: CTB technology ensures a lightweight, strong, and space-saving design.
Low-Temperature Performance: Operates in extreme conditions down to -15°C.
Safety Certified: Meets UL1973 standards with advanced BMS for smart energy management.
Easy to Handle: Dual-handle design supports over four times its own weight for convenient transport.
Real-Time Monitoring: Smart display for instant battery status updates.
Note: 5000 Plus Battery Pack is compatible only with Jackery Explorer 5000 Plus.

"
Jackery Smart Transfer Switch,https://www.jackery.com/products/jackery-smart-transfer-switch,"
      Jackery Smart Transfer Switch
","Seamless Power Switch: Provides UPS backup within ≤20ms during power outages, ensuring uninterrupted operation. Eco-Friendly &amp; Silent: Designed to integrate with solar panels and rooftop PV systems via Jackery Explorer 5000 Plus for sustainable energy use. Energy Savings: Charging-discharging mode helps reduce elec","
Seamless Power Switch: Provides UPS backup within ≤20ms during power outages, ensuring uninterrupted operation.
Eco-Friendly & Silent: Designed to integrate with solar panels and rooftop PV systems via Jackery Explorer 5000 Plus for sustainable energy use.
Energy Savings: Charging-discharging mode helps reduce electricity costs.
Compact & Maintenance-Free: Lightweight, easy to install, and requires no maintenance.
Smart App Control: Enables real-time monitoring and energy management.
Note: The Smart Transfer Switch is only compatible with the Jackery 5000 Plus Series.
"
Jackery Explorer 5000 Plus,https://www.jackery.com/products/jackery-explorer-5000-plus,"
      Jackery Explorer 5000 Plus | Essential Home Backup Power
","Get up to 30% in Tax Credit &gt; No More Spoiled Food or Wet Clothes Even During Hurricanes, Thunderstorms, and Blackouts: 5-60kWh capacity &amp; 7200-14400W output supports multiple devices for up to 30 days Your Fridge Stays Cold, Your Zoom Call Stays On: 0ms Power Transition, Zero Worries Always Power Your Essential","
Get up to 30% in Tax Credit >
No More Spoiled Food or Wet Clothes Even During Hurricanes, Thunderstorms, and Blackouts: 5-60kWh capacity & 7200-14400W output supports multiple devices for up to 30 days

Your Fridge Stays Cold, Your Zoom Call Stays On: 0ms Power Transition, Zero Worries
Always Power Your Essential Rooms: Smart Transfer Switch Ensures Uninterrupted Power Where It Matters Most, Learn More >

From Indoors to Outdoors: 120V/240V Dual Voltage Enhances Compatibility, Supporting More Loads and More Scenarios
Fully Charged in 1.7 Hours: 4000W Solar Input, 5 Ways to Charge, Never Run Out of Power


Learn more about Jackery Explorer 5000 Plus>


"
Jackery Camping Lantern,https://www.jackery.com/products/jackery-camping-lantern,"
      Jackery Camping Lantern
","A rechargeable LED lantern with a calm and simple design, featuring the signature black-and-orange color scheme, just like other Jackery products. This USB-rechargeable lantern is equipped with a built-in 18650 lithium-ion battery, offering up to 8 hours of use. It has both input and output ports, allowing it to charge","
A rechargeable LED lantern with a calm and simple design, featuring the signature black-and-orange color scheme, just like other Jackery products.
This USB-rechargeable lantern is equipped with a built-in 18650 lithium-ion battery, offering up to 8 hours of use. It has both input and output ports, allowing it to charge devices like smartphones in emergencies.
The lantern adopts a dial button for stepless brightness adjustment. You can choose between three light modes: warm white, daylight white, and cool white.
Designed for outdoor use, it meets the IPX4 water resistance standard, offering protection against light rain without affecting performance.
The freestanding lantern can be placed anywhere or hung using its handle—ideal for tents, tree branches, or other places. It is perfect for night fishing, car camping, hiking, outdoor activities, night nursing, creating ambience, or serving as emergency lighting during power outages.
"
Jackery DC7909 to USB-C Adapter,https://www.jackery.com/products/jackery-dc7909-to-usb-c-adapter,"
      Jackery DC7909 to USB-C Adapter
","Filmed with PVC material  This adapter is used for the following power stations: E100 Plus, E240 v2, E300 Plus","
Filmed with PVC material 
This adapter is used for the following power stations: E100 Plus, E240 v2, E300 Plus
"
Jackery Car Charger Black (DC7909),https://www.jackery.com/products/car-charger-black-dc7909,"
      Jackery Car Charger Black (DC7909)
","Repalcement for Jackery AC charger Compatible with: Jackery Portable Power Station Explorer E160, E240, E300, E500, E880 and E1000 Durable and Compact Design: Built for durability, yet compact enough to fit into your travel gear without adding bulk Easy to Use: Simply plug it in and power up – no extra steps required","
Repalcement for Jackery AC charger Compatible with: Jackery Portable Power Station Explorer E160, E240, E300, E500, E880 and E1000
Durable and Compact Design: Built for durability, yet compact enough to fit into your travel gear without adding bulk
Easy to Use: Simply plug it in and power up – no extra steps required
"
Jackery AC Power Cord,https://www.jackery.com/products/jackery-ac-power-cord,"
      Jackery AC Power Cord
","For Pro &amp; Plus series, excl. Explorer 100 Plus","For Pro & Plus series, excl. Explorer 100 Plus"
Jackery AC Adapter Set,https://www.jackery.com/products/jackery-ac-adapter-set,"
      Jackery AC Adapter Set
","Repalcement for Jackery AC charger Compatible with: Jackery Portable Power Station Explorer E160/ E240/ E300/ E500/ E880/ E1000 and E1500 Input: AC 100–240V 50/60Hz Durable and Compact Design: Built for durability, yet compact enough to fit into your travel gear without adding bulk. Safe and Efficient: Features advance","
Repalcement for Jackery AC charger Compatible with: Jackery Portable Power Station Explorer E160/ E240/ E300/ E500/ E880/ E1000 and E1500
Input: AC 100–240V 50/60Hz Durable and Compact Design: Built for durability, yet compact enough to fit into your travel gear without adding bulk. 
Safe and Efficient: Features advanced protection against overheating, overvoltage, and short-circuiting to keep your equipment safe. 
Easy to Use: Simply plug it in and power up – no extra steps required.
"
Jackery AC Adapter & Car Charger Set (1500B),https://www.jackery.com/products/jackery-ac-adapter-car-charger-set-1500b,"
      Jackery AC Adapter & Car Charger Set (1500B)
","Repalcement for Jackery AC charger Compatible with: Jackery Portable Power Station Explorer 1500  Input: AC 100–240V 50/60Hz Durable and Compact Design: Built for durability, yet compact enough to fit into your travel gear without adding bulk. Safe and Efficient: Features advanced protection against overheating, overvo","
Repalcement for Jackery AC charger Compatible with: Jackery Portable Power Station Explorer 1500 
Input: AC 100–240V 50/60Hz Durable and Compact Design: Built for durability, yet compact enough to fit into your travel gear without adding bulk. 
Safe and Efficient: Features advanced protection against overheating, overvoltage, and short-circuiting to keep your equipment safe. 
Easy to Use: Simply plug it in and power up – no extra steps required.
"
Jackery 6mm 12V DC Car Socket Adapter (E160/E500/E550),https://www.jackery.com/products/jackery-6mm-12v-dc-car-socket-adapter-e160-e500-e550,"
      Jackery 6mm 12V DC Car Socket Adapter (E160/E500/E550)
","12V DC Cigarette lighter converter for the barrel shaped 12V connectors Compatible with E160/E500/E550  BUILT TO LAST: Filmed with PVC material, the cable with a 0.28 inches diameter is flame-retardant and durable that can be used for off-grid adventures. SAFE &amp; RELIABLE: Please avoid usage during rainy days/wet en","
12V DC Cigarette lighter converter for the barrel shaped 12V connectors Compatible with E160/E500/E550 
BUILT TO LAST: Filmed with PVC material, the cable with a 0.28 inches diameter is flame-retardant and durable that can be used for off-grid adventures. 
SAFE & RELIABLE: Please avoid usage during rainy days/wet environments.
"
Jackery USB-C Charging Cable,https://www.jackery.com/products/jackery-usb-c-charging-cable,"
      Jackery USB-C Charging Cable
",For E100 Plus,For E100 Plus
Jackery Expansion Cable,https://www.jackery.com/products/jackery-expansion-cable,"
      Jackery Expansion Cable
","Jackery® offers an array of portable power supply solutions, including solar generators, portable power stations & solar panels. Click to learn more!",
Jackery Solar Panel DC Charging Cable,https://www.jackery.com/products/jackery-solar-panel-dc-charging-cable,"
      Jackery Solar Panel DC Charging Cable
","Jackery Solar Panel DC Charging Cable (Saga 200A):  Replacement solar panel cable for SolarSaga 200W solar panels, models JS-200A &amp; JS200-B. Jackery Solar Panel DC Charging Cable (Saga 200C): Replacement solar panel cable for SolarSaga 200W solar panels, models JS-200C Jackery Solar Panel DC Charging Cable (Saga 20","


Jackery Solar Panel DC Charging Cable (Saga 200A):  Replacement solar panel cable for SolarSaga 200W solar panels, models JS-200A & JS200-B.

Jackery Solar Panel DC Charging Cable (Saga 200C): Replacement solar panel cable for SolarSaga 200W solar panels, models JS-200C

Jackery Solar Panel DC Charging Cable (Saga 200D): Replacement solar panel cable for SolarSaga 200W solar panels, models JS-200D

Jackery Solar Panel DC Extension Cable (Saga 80): Replacement solar panel extension cable for SolarSaga 80W solar panels
Jackery Solar Panel DC Changing Cable (Saga 40 Mini/Saga 100 Mini): Replacement solar panel cable for SolarSaga 40W mini & 100W mini solar panels, DC8020 connector.


"
Jackery Solar Panel Connector,https://www.jackery.com/products/jackery-solar-panel-connector,"
      Jackery Solar Panel Connector
","Jackery Solar Panel Connector (E1500B): Allows you to connect two Solar panels to one DC port of Explorer 1500  Jackery Solar Panel Connector (E1000/E880): Allows you to connect two Solar panels to one DC port of Explorer 1000 and Explorer 880 BUILT TO LAST: Filmed with PVC material, the cable with a 0.28 inches diamet","
Jackery Solar Panel Connector (E1500B): Allows you to connect two Solar panels to one DC port of Explorer 1500 
Jackery Solar Panel Connector (E1000/E880): Allows you to connect two Solar panels to one DC port of Explorer 1000 and Explorer 880
BUILT TO LAST: Filmed with PVC material, the cable with a 0.28 inches diameter is flame-retardant and durable that can be used for off-grid adventures
SAFE & RELIABLE: Please avoid usage during rainy days/wet environments
"
Shoulder & Neck Heating Pad,https://www.jackery.com/products/shoulder-neck-heating-pad,"
      Shoulder & Neck Heating Pad

        – Jackery","Ergonomic Design &amp; Ultimate Safety: Ergonomic design allows the heating pad to be evenly distributed over the back and neck.It effectively soothes muscle tension and soreness, and instantly relieves neck, shoulder, and upper back pain.Its interior/exterior is well designed to ensure the heating pad's safety, while ","



Ergonomic Design & Ultimate Safety: Ergonomic design allows the heating pad to be evenly distributed over the back and neck.It effectively soothes muscle tension and soreness, and instantly relieves neck, shoulder, and upper back pain.Its interior/exterior is well designed to ensure the heating pad's safety, while your hearing pad is protected while being used.
Fast-Heating Technology & High and Stable Quality: The neck and shoulders Heated pad with fast heating technology, uniform distribution of heating wires, continuous heating to provide a more comfortable experience. Strict control of each processing procedure to ensure that each produced electric heating pad is safe.
6 Heat Settings & 4 Timer Levels: A variety of options to match every scene you need. 6 level heat adjustment helps conserve energy and prevents excessive heating, offering more options for you. Multi - level adjustment of the neck and shoulder heating pad can meet the needs of different temperatures.
Extra Large Size: Kokopro Large Electric neck and shoulders heated pad with clasp can fully covers your neck, shoulders, and upper back, help effectively relieve muscle aches, stiffness, tightness, muscle spasms, cramps, and chronic pain.
Super Soft Breathable Fabric & Machine Washable: The heating pad is not only appearance luxurious but also very practical. Remove the control panel and throw it in the washing machine! Please air dry vertically after cleaning.



"
Jackery Extreme Guard Carrying Bag,https://www.jackery.com/products/jackery-extreme-guard-carrying-bag,"
      Jackery Extreme Guard Carrying Bag
","Compatible with Jackery Explorer 1000 V2, 1000 Plus, and 2000 V2, this durable bag features USB-C heating for cold-weather use, waterproof and dustproof protection, easy access, and a sturdy handle for tough environments.","

Compatibility: Fits Jackery Explorer 1000 v2 and 2000 v2.


Cold-Weather Protection: USB-C heating keeps your power station functional in extreme cold.


Waterproof & Dustproof: Protects against splashes, dust, and rain.Easy Access: Use your power station without removing it from the bag.


Durable Design: Built for tough environments with a sturdy handle.

"
Jackery Explorer 1000 v2 Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-1000-v2-portable-power-station-refurbished,"
      Jackery Explorer 1000 v2 Portable Power Station (Refurbished)
","The Explorer 1000 v2 Portable Power Station sets a new standard in portable power, offering exceptional performance for a variety of applications. Whether you're camping, traveling off-road, or facing a home emergency, this versatile power station is up to the task. It's the next-generation power solution, faster and stronger than previous generations.","
1070Wh Capacity and 1500W Output with a 50% Boost
USB-A/C Ports, up to 100W Dual PD Charging
Next-Gen Chargeshield 2.0 with 62 Forms of All-Round Protection
Emergency Super Charging Capability from 0% to 100% in Just 1 Hour

6-month Warranty: Every Refurbished product completes a rigorous refurbishment process that includes full functional testing and is backed by a 6-month warranty.

"
Jackery Solar Generator 2000 v2,https://www.jackery.com/products/jackery-solar-generator-2000-v2,"
      Jackery Solar Generator 2000 v2 | 2200 Watts Home Backup Power
","The Jackery Solar Generator 2000 V2 is a 2200-watt solar generator with instant UPS backup, designed for reliable home backup power. It keeps essential appliances like your refrigerator and internet running during sudden outages, ensuring your home stays functional and your family connected.","
2042Wh capacity and 2200W output, powering over 1 day of emergency needs.
The smallest, lightest home backup power: 40% smaller, 34% lighter at just 17.9kg.
1.7-hour Emergency Super Charge.
Jackery’s exclusive CTB technology maximizes both space efficiency and safety through its compact honeycomb design.
Quiet, eco-friendly energy with next-gen LiFePO4 battery lasting over 10 years.
ChargeShield 2.0 for advanced protection and efficient charging.
UPS ≤20ms for seamless power backup for computers, network devices, refrigerators, lighting, microwaves, and more.
Smart App Control for easy management and monitoring.


3-year warranty + 2-year extended warranty （applied automatically if purchased from our official website）

"
Jackery Explorer 2000 v2 Portable Power Station,https://www.jackery.com/products/jackery-explorer-2000-v2-portable-power-station,"
      Jackery Explorer 2000 v2 Portable Power Station | 2042Wh 2200W LFP Battery
","The Jackery Explorer 2000 V2 is a 2200W portable power station with a 20ms UPS switch, ideal for camping, off-road travel, or home backup during outages.","
2042Wh capacity and 2200W output, powering over 1 day of emergency needs.
The smallest, lightest home backup power: 40% smaller, 34% lighter at just 17.9kg.
1.7-hour Emergency Super Charge.
Jackery’s exclusive CTB technology maximizes both space efficiency and safety through its compact honeycomb design.
Quiet, eco-friendly energy with next-gen LiFePO4 battery lasting over 10 years.
ChargeShield 2.0 for advanced protection and efficient charging.
UPS ≤20ms for seamless power backup for computers, network devices, refrigerators, lighting, microwaves, and more.
Smart App Control for easy management and monitoring.

The 2000v2 Extreme Kit (with Guard Carrying Bag) powers reliably in -40 farenheit conditions, providing up to 400% longer usage than without it.
Warranty Extension: 3-Year Warranty + 2-Year Extended Warranty (automatically applied if purchased from our official website)

"
Jackery Solar Generator 100 Plus,https://www.jackery.com/products/jackery-solar-generator-100-plus,"
      Jackery Solar Generator 100 Plus
","The Mini Jackery 100 Plus Portable Power Station offers reliable power with a 99Wh capacity and 128W output, perfect for on-the-go use. Powered by a long-lasting LFP battery, it boasts up to 2,000 cycles while maintaining 80% capacity. Its fully upgraded Battery Management System (BMS) ensures enhanced safety and protection. Featuring 100W dual PD charging and discharging, it charges efficiently—fully DC charged in 1.8 hours and solar charged in just 2 hours. Whisper-quiet and emission-free, it achieves an impressive 23% solar conversion rate with the SolarSaga 40W panel, making it ideal for sustainable energy needs.","
Mini Jackery Portable Power Station, 99Wh, 128W
Long-lasting LFP Battery: 2,000 Cycles to 80% Capacity
Fully Upgraded BMS (Battery Management System) Protections
100W Dual PD Charging & Discharging
Fully DC Charged in 1.8 Hours and Solar Charged in 2 Hours
Whisper Quiet, Emission Free
Efficient Solar Conversion: 23% with SolarSaga 40W
Explorer 100 Plus: 2-Year Warranty; SolarSaga 40W: 3-Year Warranty + 2-Year Extended Warranty (automatically applied when purchased from our official website)

"
Solar Generator 2000 Plus,https://www.jackery.com/products/solar-generator-2000-plus-series,"
      Solar Generator 2000 Plus

        – Jackery","Get up to $1,589.7 in Tax Credit. Click for information Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity Leaping Performance: Powers Heavy-duty Devices up to 6000W Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours with Solar Panel 200W*6 Long-lasting Reliability: Outsta","

Get up to $1,589.7 in Tax Credit. Click for information

Expandable for Versatile Scenarios: 2-24 kWh of expandable capacity
Leaping Performance: Powers Heavy-duty Devices up to 6000W
Ultra Fast Solar Charging: Advanced IBC Technology, Fast Solar Charge in 2 Hours with Solar Panel 200W*6
Long-lasting Reliability: Outstanding LiFePO4 Battery with 10-Year Lifespan
ChargeShield Technology: Using a unique variable-speed charging algorithm, fast charge technology boosts battery life by 50%
High Power Output: Maximum 6,000 W power in parallel connection and 120/240V expandable voltage
Explorer 2000 Plus: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 3-year warranty + 2-year extended warranty (automatically applied when purchased from our official website)
Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!

"
Solar Generator 3000 Pro,https://www.jackery.com/products/solar-generator-3000-pro-400w,"
      Solar Generator 3000 Pro

        – Jackery",Large Capacity: 3024Wh that can power up to 99% of outdoor appliances Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours Portable Design: Pull rod and double wheels Easily Accessible: Smart App Control Cold Friendly: Functional in temperatures up to -20°C /-4°F Silent: Unique quiet canyon cooling system All-around Safety: Fully upgraded BMS Guaranteed Satisfaction: 5-Year long warranty,"
Get the all-new upgraded HomePower 3000 — New Product offer available now! Learn more !
Get up to $839.7 in Tax Credit. Click for information

Large Capacity: 3024Wh that can power up to 99% of outdoor appliances

Ultra Fast Charging: Fully solar charged in 3-4 hours and wall charged in 2.4 hours
Portable Design: Pull rod and double wheels
Easily Accessible: Smart App Control
Cold Friendly: Functional in temperatures down to -20°C / -4°F
Silent: Unique quiet canyon cooling system
All-around Safety: Fully upgraded BMS

Explorer 3000 Pro: 3-year warranty + 2-year extended warranty. Solar Saga 200W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)

Use a transfer switch (Value $399.99) to create a whole-home backup solution. Power from any outlet, anywhere in the house, click here to learn more!

"
